TargetName,JJ93.|.001.|.tumor,JJ93.|.001.|.CD45,JJ93.|.002.|.Ki67+.tumor,JJ93.|.002.|.tumor,JJ93.|.002.|.CD45,JJ93.|.003.|.Ki67+.tumor,JJ93.|.003.|.tumor,JJ93.|.003.|.CD45,JJ93.|.004.|.tumor,JJ93.|.004.|.CD45,JJ93.|.005.|.tumor,JJ93.|.005.|.CD45,JJ98.|.001.|.Ki67+.tumor,JJ98.|.001.|.tumor,JJ98.|.001.|.CD45,JJ98.|.002.|.Ki67+.tumor,JJ98.|.002.|.tumor,JJ98.|.002.|.CD45,JJ98.|.003.|.Ki67+.tumor,JJ98.|.003.|.tumor,JJ98.|.003.|.CD45,JJ98.|.004.|.tumor,JJ98.|.005.|.tumor,JJ98.|.006.|.tumor
KRBOX4,50,6,9,26,5,5,23,5,23,6,39,4,14,20,21,4,41,8,7,28,45,11,8,1
KRCC1,36,9,3,23,2,6,13,3,16,7,22,4,16,17,26,2,49,15,7,27,36,5,6,2
KREMEN1,12,4,1,11,2,4,3,1,9,8,8,1,4,7,24,4,14,2,9,15,39,8,9,1
KREMEN2,18,5,3,12,3,1,7,2,13,2,14,1,9,8,11,4,18,6,2,10,16,17,4,1
KRI1,25,3,3,13,2,2,11,1,22,3,21,3,11,7,14,2,24,10,5,22,22,9,7,1
KRIT1,48,6,8,30,3,10,15,2,22,9,20,2,19,26,23,7,36,3,2,38,52,6,3,1
KRR1,34,7,5,15,2,9,18,1,11,1,9,1,7,16,21,3,26,5,6,20,26,27,3,3
KRT1,20,3,1,7,1,4,3,1,6,1,9,1,3,11,12,6,10,4,1,10,18,5,2,2
KRT10,27,1,1,9,3,3,7,2,12,4,19,1,7,8,13,3,24,2,2,20,25,8,5,3
KRT12,45,1,5,27,3,5,7,4,20,5,28,2,14,18,18,5,28,8,4,17,31,10,9,4
KRT13,28,4,7,12,1,1,12,1,14,3,15,3,7,8,18,1,22,5,1,10,23,9,5,1
KRT14,10,8,4,8,1,2,5,1,7,3,6,1,8,2,7,1,5,4,1,14,12,4,3,1
KRT15,32,2,5,17,3,1,9,3,10,5,12,2,5,15,19,1,21,7,2,23,38,13,7,4
KRT16,15,8,6,14,1,5,4,1,8,3,4,2,6,8,13,1,25,4,4,12,25,16,14,1
KRT17,17,4,3,15,3,1,8,1,5,2,11,1,1,8,11,7,10,3,1,9,13,6,4,1
KRT18,172,11,11,90,12,30,68,4,88,12,84,1,54,69,46,5,134,23,19,86,78,65,52,5
KRT19,35,9,1,20,1,5,9,1,11,7,19,2,7,12,16,3,26,7,6,16,27,14,9,3
KRT2,25,6,1,6,1,1,8,1,9,1,9,1,4,6,7,2,11,6,2,11,24,6,3,1
KRT20,21,1,2,19,1,2,6,3,13,3,14,3,9,4,19,2,22,7,4,15,30,13,2,1
KRT222,21,9,3,11,5,3,6,2,18,2,15,2,9,13,14,2,27,4,3,11,22,7,6,3
KRT23,18,1,1,7,1,1,6,5,6,4,4,1,2,2,11,2,15,5,2,10,12,5,3,2
KRT24,28,5,3,14,3,4,9,3,5,1,10,1,7,7,15,1,15,2,1,16,30,2,1,1
KRT25,24,8,2,10,4,4,8,3,9,3,11,1,4,9,15,2,14,2,3,15,16,9,5,1
KRT26,28,6,6,11,5,3,10,1,16,3,15,2,13,13,19,5,18,6,7,20,19,6,9,3
KRT27,35,9,3,20,7,4,7,3,18,2,9,3,8,13,15,1,26,5,5,16,28,13,5,1
KRT28,392,26,28,202,16,42,106,10,171,33,191,10,88,119,90,23,207,35,24,170,128,93,86,14
KRT3,9,1,3,10,1,1,4,1,18,4,6,1,4,4,15,1,7,1,2,11,17,8,5,2
KRT31,18,4,2,13,3,1,2,1,15,4,12,1,7,7,7,4,21,6,5,19,23,7,5,1
KRT32,22,2,1,10,3,3,10,1,11,2,9,1,5,9,10,2,23,2,2,15,19,6,5,1
KRT33B,20,2,4,10,1,2,7,2,9,6,10,2,5,3,18,1,19,4,2,11,18,4,5,1
KRT34,43,2,3,20,3,5,20,2,23,10,14,1,12,16,20,6,42,7,3,32,27,22,11,2
KRT35,25,5,4,15,2,4,9,2,14,4,11,1,4,10,10,7,18,7,4,18,20,11,8,1
KRT36,34,5,3,12,2,5,4,2,15,5,9,1,5,14,14,4,25,6,5,9,29,15,23,5
KRT37,21,6,1,13,2,2,6,2,12,1,9,1,6,6,17,2,10,3,3,9,20,4,8,2
KRT38,18,1,3,10,1,1,4,1,12,2,9,1,10,9,12,2,14,3,1,13,15,11,6,1
KRT39,28,3,3,6,1,1,12,1,13,1,5,3,8,6,8,6,15,2,2,6,21,3,8,1
KRT4,16,3,2,2,4,6,5,1,9,1,7,1,5,7,7,1,12,5,1,10,12,5,1,2
KRT40,26,7,3,10,3,4,11,1,10,5,16,2,10,9,17,5,21,3,6,15,25,9,11,1
KRT5,26,5,1,13,3,2,7,1,12,1,17,1,8,7,8,3,18,3,6,19,36,13,10,2
KRT6A,33,4,1,21,2,1,8,2,18,7,20,2,7,5,15,2,20,5,5,9,25,9,5,2
KRT7,18,2,2,9,5,2,5,3,8,1,11,2,12,10,16,2,18,6,1,15,29,12,7,1
KRT71,16,4,2,6,1,3,3,1,5,3,5,1,8,5,9,2,8,2,3,6,28,10,10,1
KRT72,21,4,2,15,1,1,5,2,12,3,16,3,5,5,13,6,14,3,4,17,27,8,8,2
KRT73,24,4,3,14,1,2,6,1,4,3,17,1,7,6,11,1,16,2,1,9,24,4,4,1
KRT74,17,5,3,14,2,4,12,1,9,3,12,2,7,5,22,1,16,5,1,24,21,8,10,1
KRT75,58,5,6,27,2,4,17,1,25,5,32,1,18,17,17,1,15,1,6,23,14,16,10,3
KRT76,25,4,2,11,4,1,6,1,8,3,8,1,6,7,7,1,10,4,1,12,21,5,5,6
KRT77,23,3,4,21,1,2,6,1,12,8,10,1,8,10,13,4,15,6,3,14,22,12,6,2
KRT78,24,5,2,6,3,1,10,1,7,4,12,1,5,13,15,3,14,9,1,17,25,7,8,1
KRT79,18,5,6,13,3,3,10,1,5,3,11,1,11,6,12,1,10,3,4,16,35,8,7,2
KRT8,57,7,4,27,5,8,18,1,24,2,22,1,23,21,36,10,38,6,6,30,32,41,24,1
KRT80,35,6,2,16,1,3,5,1,15,7,8,1,9,9,10,1,15,4,3,14,21,8,11,1
KRT81,34,2,5,17,3,4,12,1,32,15,9,2,16,9,15,1,35,8,2,19,29,22,9,2
KRT82,13,7,2,8,3,4,10,1,7,1,11,3,7,9,12,2,16,8,5,10,24,9,6,4
KRT83,16,7,1,11,7,1,4,1,10,3,10,1,3,5,6,1,20,5,2,10,14,13,1,1
KRT84,15,5,5,10,2,2,7,2,13,3,9,1,7,8,12,5,12,5,1,14,25,11,2,1
KRT85,21,8,2,11,2,1,7,1,8,6,10,1,8,8,13,2,20,6,2,10,21,6,1,1
KRT86,27,3,1,14,6,1,8,2,6,6,10,1,8,11,15,1,21,5,6,13,32,10,10,2
KRT9,30,8,1,14,3,1,4,3,11,2,13,1,6,6,9,1,13,9,1,9,21,8,13,5
KRTAP1-1,17,4,3,13,2,5,5,2,10,4,6,1,6,7,12,1,21,4,1,18,11,8,10,1
KRTAP1-3,22,4,13,8,2,1,6,2,8,4,13,2,9,4,9,1,15,3,3,13,14,9,5,1
KRTAP1-4,14,3,4,17,2,3,8,2,12,1,11,2,6,6,13,1,13,4,1,17,27,5,5,3
KRTAP1-5,22,2,2,15,3,2,2,1,16,3,12,1,9,4,19,3,15,8,2,8,14,2,5,3
KRTAP10-1,26,8,2,19,1,3,14,3,10,4,10,2,10,12,21,5,34,5,6,24,25,28,28,4
KRTAP10-10,137,9,10,65,8,12,50,8,75,19,67,4,44,70,51,11,123,20,9,86,80,52,37,6
KRTAP10-11,23,3,3,3,1,1,6,2,15,3,12,2,3,6,10,1,12,1,4,13,16,15,11,1
KRTAP10-12,25,2,3,23,1,2,5,4,8,4,17,1,14,8,12,6,22,6,5,21,27,31,18,3
KRTAP10-2,30,5,4,19,1,5,11,3,18,6,13,3,12,23,17,4,31,9,3,16,32,37,14,5
KRTAP10-3,114,5,11,82,12,15,61,7,59,12,60,4,51,59,47,12,162,21,16,125,73,195,138,15
KRTAP10-4,17,4,1,13,1,1,3,2,6,2,6,1,10,8,12,3,11,5,4,8,20,18,5,5
KRTAP10-5,12,5,2,8,3,1,6,1,9,4,9,1,7,3,9,2,14,5,7,18,29,17,8,4
KRTAP10-6,32,9,2,14,3,5,6,1,15,3,8,1,7,6,18,2,30,4,3,33,25,25,12,2
KRTAP10-7,25,5,4,26,3,5,13,1,25,3,18,1,16,13,13,6,34,6,7,25,38,34,27,3
KRTAP10-8,13,3,2,6,4,2,5,2,8,1,10,2,2,3,11,3,13,7,1,11,16,15,10,2
KRTAP10-9,30,7,5,15,2,5,8,3,17,3,18,1,11,18,13,4,33,5,6,22,28,26,17,3
KRTAP11-1,18,3,2,11,4,5,7,1,15,3,15,3,12,10,12,1,18,4,4,8,22,11,6,2
KRTAP12-1,23,3,2,7,2,1,7,2,5,3,9,1,3,9,14,3,16,3,2,5,17,8,4,2
KRTAP12-2,40,6,5,28,2,8,16,2,20,3,15,4,14,14,26,2,45,4,4,31,38,35,17,4
KRTAP12-3,74,3,14,49,3,9,32,2,45,5,34,1,25,45,30,14,98,17,14,65,49,100,54,7
KRTAP12-4,21,2,3,13,3,6,9,1,15,3,12,3,15,8,15,1,26,6,3,17,14,9,19,2
KRTAP13-1,21,4,2,9,5,2,1,1,8,3,8,1,7,8,20,3,17,6,1,12,23,6,3,3
KRTAP13-2,37,1,6,14,1,2,9,1,19,7,22,1,12,12,17,2,22,6,5,19,30,7,17,1
KRTAP13-3,27,5,1,10,5,3,9,2,11,4,20,1,15,19,17,5,31,10,6,20,29,20,10,4
KRTAP13-4,27,4,1,6,1,3,6,2,12,2,9,1,4,7,11,1,19,1,2,12,28,6,4,1
KRTAP15-1,28,8,1,15,8,2,9,1,6,4,11,1,3,7,10,3,19,6,3,13,30,6,2,1
KRTAP16-1,36,8,3,19,1,2,12,1,18,3,11,1,8,11,17,6,29,7,1,20,28,10,7,5
KRTAP17-1,21,3,1,8,2,1,4,1,11,1,16,1,7,9,9,2,6,4,3,9,26,3,5,1
KRTAP19-1,53,8,7,33,9,7,24,3,35,4,25,1,25,29,30,6,66,16,11,46,44,32,16,4
KRTAP19-2,21,9,5,18,3,2,11,1,10,7,10,2,4,10,18,4,16,5,3,20,27,7,13,5
KRTAP19-3,10,7,1,14,1,2,7,1,14,1,15,1,3,12,19,1,24,1,1,6,27,11,4,1
KRTAP19-4,19,7,4,9,2,3,3,4,6,1,7,1,5,6,11,2,10,2,6,14,17,6,2,1
KRTAP19-5,20,4,2,11,2,3,4,1,11,4,15,1,9,5,18,3,13,4,5,10,14,5,2,1
KRTAP19-6,22,3,1,10,1,4,10,2,15,3,11,3,9,9,12,2,20,5,2,11,31,6,3,2
KRTAP19-7,11,1,2,11,4,1,7,1,9,1,5,1,6,4,13,2,14,7,2,9,25,7,5,2
KRTAP19-8,25,6,3,13,2,2,10,5,7,3,12,1,12,8,20,3,13,6,1,17,32,2,6,2
KRTAP2-1,22,6,2,11,4,3,7,2,17,2,15,3,6,10,10,2,13,5,5,12,15,1,4,2
KRTAP2-2,21,7,1,8,2,2,8,1,10,1,10,1,5,7,10,3,26,7,3,14,25,3,5,1
KRTAP2-3,39,7,2,21,1,8,13,3,18,3,12,2,9,14,20,7,28,8,5,20,30,25,8,3
KRTAP2-4,44,15,4,29,4,8,24,3,22,7,12,3,13,8,11,2,29,10,1,19,23,6,4,3
KRTAP20-1,14,5,1,8,3,3,1,1,8,4,11,3,9,5,13,2,23,6,1,5,21,6,5,1
KRTAP20-2,30,7,3,13,1,3,6,2,7,4,16,1,4,5,10,3,16,1,2,12,14,7,6,2
KRTAP20-3,23,10,4,20,2,3,7,2,21,3,8,2,11,10,23,1,21,4,2,28,17,14,13,4
KRTAP21-1,38,6,4,11,6,2,15,1,18,5,9,1,10,12,16,4,27,11,5,16,26,16,11,3
KRTAP21-2,28,3,2,10,1,6,6,1,9,3,9,1,4,4,12,1,6,1,4,7,27,4,6,2
KRTAP21-3,12,6,1,7,1,2,5,1,5,5,11,1,9,7,14,1,14,4,2,11,12,3,3,3
KRTAP22-1,27,3,1,12,1,1,5,1,10,4,21,3,10,7,10,1,16,7,3,15,25,14,7,6
KRTAP22-2,15,4,3,11,2,2,7,4,12,3,9,1,3,3,9,3,14,3,1,10,30,6,2,1
KRTAP23-1,24,7,7,19,3,4,10,3,12,3,16,1,7,7,21,2,13,6,4,16,22,13,8,1
KRTAP24-1,17,4,2,10,2,4,7,1,6,1,8,1,4,7,13,3,17,1,5,18,21,8,5,2
KRTAP25-1,13,1,1,5,6,3,7,2,4,4,8,1,3,4,12,1,7,7,1,8,20,1,4,1
KRTAP26-1,15,2,1,9,2,3,6,4,11,2,14,1,9,6,15,1,12,3,6,16,19,10,6,1
KRTAP27-1,25,4,2,12,1,4,9,1,5,2,11,5,9,8,12,1,12,5,1,8,21,10,8,2
KRTAP29-1,27,6,2,17,5,4,8,4,10,3,12,1,12,6,13,5,19,3,4,15,21,7,7,1
KRTAP3-1,20,4,1,7,1,3,9,1,8,4,4,1,2,7,12,2,13,4,2,7,16,3,3,4
KRTAP3-2,24,8,5,12,2,4,8,3,16,2,8,2,12,13,15,3,16,7,1,19,34,10,4,3
KRTAP3-3,32,3,1,13,5,4,10,1,16,6,11,1,4,10,11,4,24,6,5,16,29,6,7,7
KRTAP4-1,30,1,2,16,4,9,7,1,8,2,14,1,5,6,12,4,21,2,2,9,19,7,4,1
KRTAP4-2,25,3,1,19,1,5,9,3,13,1,11,2,2,10,20,3,20,8,6,21,72,5,8,2
KRTAP4-3,19,2,1,14,1,5,6,2,4,1,13,1,5,7,17,2,19,4,1,11,24,3,2,3
KRTAP4-4,7,7,2,11,2,1,4,2,7,2,10,1,7,6,11,2,15,4,2,7,14,5,1,1
KRTAP4-7,47,1,5,22,3,7,14,3,42,4,18,2,15,15,24,7,53,4,12,37,32,19,13,1
KRTAP5-1,55,5,7,30,4,13,18,1,32,9,24,3,18,23,28,6,44,7,8,40,35,36,23,2
KRTAP5-10,26,5,4,13,4,2,8,1,13,5,9,1,10,12,12,2,16,4,4,18,18,24,15,1
KRTAP5-11,24,4,3,7,1,2,5,7,9,3,7,1,4,9,7,1,14,5,2,14,29,5,7,3
KRTAP5-2,14,4,5,8,1,4,4,4,13,3,6,1,2,7,8,1,8,1,1,16,21,10,4,4
KRTAP5-3,36,4,4,9,3,4,8,3,15,3,16,4,13,7,10,4,19,10,7,16,22,12,13,1
KRTAP5-4,26,1,3,8,2,3,7,1,8,1,7,1,5,4,18,1,17,3,1,16,14,8,13,2
KRTAP5-5,17,1,1,9,3,2,4,1,7,1,9,1,5,11,5,1,9,2,3,5,8,4,6,3
KRTAP5-6,24,4,1,9,4,4,9,3,23,4,14,1,9,10,15,3,9,7,2,13,28,6,9,2
KRTAP5-7,19,5,4,16,4,8,12,1,8,3,19,4,9,8,13,2,24,6,2,13,28,5,9,1
KRTAP5-8,40,3,5,30,2,9,17,4,32,7,19,1,21,21,28,4,39,7,9,29,39,35,24,6
KRTAP5-9,39,7,3,17,3,4,15,2,17,7,13,2,11,6,14,3,16,5,5,29,35,11,4,2
KRTAP6-1,13,2,1,7,1,1,2,1,5,1,7,1,5,4,8,2,9,2,1,7,8,10,3,1
KRTAP6-2,19,3,6,12,1,2,5,2,7,3,8,2,9,11,17,2,13,10,1,13,15,9,6,1
KRTAP6-3,22,4,2,13,2,5,7,1,11,6,20,1,9,9,11,1,19,5,1,16,29,12,8,2
KRTAP7-1,26,3,1,18,3,5,8,3,17,2,12,1,16,12,21,5,21,8,3,14,34,14,12,1
KRTAP8-1,29,4,2,13,5,3,5,1,20,7,15,1,11,7,14,1,22,7,3,16,30,22,12,2
KRTAP9-1,49,3,4,35,6,8,11,1,30,4,18,1,23,28,25,4,44,15,8,29,43,42,27,4
KRTAP9-2,69,8,4,30,1,1,14,2,46,3,28,1,21,15,20,7,60,8,5,43,30,26,18,2
KRTAP9-3,27,2,2,6,1,1,10,3,12,2,17,1,9,4,10,4,25,11,3,10,21,10,9,1
KRTAP9-4,51,5,2,19,2,4,14,2,28,3,16,1,15,25,23,3,32,7,6,38,46,13,13,6
KRTAP9-6,47,9,1,24,1,5,13,1,25,5,17,3,14,13,18,3,40,9,3,27,25,21,6,1
KRTCAP2,88,10,12,54,11,12,32,8,68,11,39,3,40,44,73,15,108,26,13,68,96,57,36,5
KRTCAP3,18,4,3,12,2,2,9,1,10,2,20,1,7,4,13,1,22,6,1,15,19,10,11,2
KRTDAP,24,4,4,14,2,4,13,5,12,4,11,1,7,14,5,3,21,4,3,15,23,8,2,1
KSR1,74,6,3,34,7,2,19,4,33,5,29,4,22,22,17,5,54,4,3,42,29,12,11,2
KSR2,36,5,1,16,4,5,11,3,20,5,16,1,10,3,14,1,12,6,2,10,25,9,7,1
KTI12,17,13,4,9,4,2,5,4,8,3,12,1,8,9,22,4,16,10,1,14,25,8,11,2
KTN1,47,10,5,24,7,4,12,3,28,12,14,6,38,48,50,11,56,22,10,47,85,18,5,3
KXD1,52,6,7,24,9,10,16,2,19,5,23,3,20,29,36,11,52,22,7,40,76,9,8,2
KY,35,4,1,21,4,1,7,3,16,4,20,4,18,11,19,2,17,4,10,19,38,13,14,5
KYAT1,60,7,3,25,3,1,18,1,23,3,26,1,9,11,12,4,26,2,8,23,32,7,6,1
KYAT3,16,5,1,15,4,4,9,1,6,3,17,4,22,8,13,3,24,5,10,21,33,4,3,1
KYNU,27,3,1,9,1,2,6,2,15,3,14,1,4,8,29,1,17,12,2,18,43,5,6,1
L1CAM,43,4,6,24,8,2,16,1,27,7,15,1,6,9,6,1,91,4,3,18,21,3,4,1
L1TD1,62,7,1,26,2,9,20,3,27,4,24,1,6,13,7,3,16,6,4,19,27,5,2,1
L2HGDH,28,2,2,10,5,1,6,1,14,3,5,3,5,4,17,1,19,6,2,18,22,4,3,2
L3HYPDH,17,1,4,11,2,5,10,1,8,2,10,2,6,25,17,4,39,4,4,37,28,5,7,2
L3MBTL1,39,3,3,20,1,1,13,2,18,5,10,1,14,24,21,2,33,8,4,34,23,12,11,2
L3MBTL2,46,6,2,18,6,4,9,5,20,5,13,1,13,8,23,4,25,9,1,16,34,14,6,1
L3MBTL3,23,3,6,9,2,2,5,1,5,7,10,1,8,5,19,3,13,7,4,18,25,8,6,1
L3MBTL4,23,8,3,21,1,6,8,2,18,3,14,1,7,26,22,7,40,10,7,28,37,12,4,2
LACC1,17,4,5,8,2,2,5,1,10,5,6,1,6,8,15,5,16,7,2,12,24,4,3,1
LACRT,30,6,3,14,4,1,5,4,7,3,10,1,8,8,18,3,16,6,2,17,28,9,11,3
LACTB,24,6,1,15,6,4,7,3,16,6,13,4,4,2,15,4,23,12,5,10,32,6,4,5
LACTB2,17,3,2,6,1,2,3,2,5,3,9,1,8,11,22,1,13,7,5,11,17,2,3,1
LACTBL1,27,8,5,12,5,5,6,6,16,5,12,3,8,20,22,5,22,7,6,16,31,12,8,5
LAD1,26,2,3,18,2,1,11,1,14,7,11,1,8,15,14,6,23,3,3,17,25,34,13,5
LAG3,25,3,2,22,3,2,5,2,19,7,13,3,8,16,21,6,28,5,6,20,28,11,15,1
LAGE3,45,5,6,19,6,6,7,1,20,8,32,1,18,20,39,3,42,3,3,24,47,16,11,3
LAIR1,88,4,8,46,8,8,23,12,34,10,32,3,27,14,58,12,48,31,5,35,115,66,41,5
LAIR2,41,6,6,15,1,1,18,2,20,5,20,1,11,15,22,1,25,10,5,14,35,9,8,4
LALBA,17,5,3,4,2,2,6,2,15,5,13,1,3,9,12,1,18,2,1,11,15,2,5,2
LAMA1,27,6,10,12,3,1,10,2,15,8,14,2,6,10,10,9,23,5,8,25,23,5,3,1
LAMA2,20,3,2,9,2,1,5,3,5,3,8,1,6,6,14,3,14,6,2,8,14,2,2,1
LAMA3,25,5,1,11,1,3,8,1,9,1,10,1,6,8,12,1,18,8,3,11,18,4,10,2
LAMA4,21,8,1,20,2,1,8,1,14,5,12,2,15,22,22,4,55,7,5,33,28,7,14,1
LAMA5,85,8,8,31,3,6,26,7,34,2,26,1,9,28,26,2,37,7,6,53,34,14,11,1
LAMB1,19,3,3,9,4,1,6,3,12,4,4,1,14,29,26,8,82,4,6,48,40,12,6,2
LAMB2,29,12,3,22,5,2,13,7,22,8,7,1,17,41,27,4,65,9,8,46,38,12,11,3
LAMB3,15,5,1,7,1,1,5,1,9,1,10,2,3,3,11,2,14,7,1,13,19,3,1,1
LAMB4,30,6,1,10,1,2,7,1,11,3,5,1,6,12,15,5,24,3,2,21,21,6,6,1
LAMC1,22,5,3,8,3,2,8,4,15,4,7,1,13,22,38,3,44,10,4,38,27,13,8,2
LAMC2,19,5,2,11,2,3,8,1,11,4,16,1,5,8,11,2,12,6,1,13,23,5,6,3
LAMC3,9,2,1,8,1,1,3,1,1,2,5,1,2,7,7,1,11,5,1,12,12,4,1,2
LAMP1,63,22,6,40,17,11,19,8,54,10,38,6,43,43,137,11,181,44,17,108,163,6,9,1
LAMP2,70,20,17,45,22,13,26,7,51,17,47,7,40,54,94,13,191,38,20,94,145,13,8,2
LAMP3,21,7,1,6,2,1,4,4,6,1,15,1,8,4,16,1,8,6,1,11,20,5,7,1
LAMP5,30,4,7,13,5,1,9,2,10,1,13,1,8,14,7,1,28,8,2,19,21,11,3,1
LAMTOR1,72,6,12,47,10,7,37,8,36,15,37,5,24,33,49,6,53,18,10,46,101,7,7,1
LAMTOR2,38,3,5,20,7,2,15,1,22,5,24,4,20,14,50,4,52,24,13,41,101,8,17,2
LAMTOR3,64,2,9,36,7,11,13,5,22,5,31,3,18,20,36,7,43,13,9,23,60,4,2,1
LAMTOR4,80,9,10,55,9,14,21,13,40,12,63,10,36,42,81,7,103,35,13,96,157,26,15,1
LAMTOR5,43,7,2,22,6,5,8,2,18,12,20,3,25,22,44,5,68,19,9,48,91,9,5,4
LANCL1,44,7,5,35,7,7,12,2,31,5,26,5,14,18,23,5,30,9,6,23,38,7,6,2
LANCL2,72,2,8,41,3,12,22,1,44,3,31,3,16,23,16,9,48,6,7,36,40,9,3,1
LANCL3,14,3,2,17,3,1,7,3,20,3,15,2,6,5,14,4,18,4,3,7,27,4,8,3
LAP3,39,3,9,24,5,4,11,7,32,9,24,1,29,37,92,7,38,25,3,45,129,12,7,2
LAPTM4A,78,9,8,27,9,5,24,3,32,18,24,2,27,30,66,13,72,26,14,68,146,8,4,4
LAPTM4B,132,10,30,64,8,11,36,3,54,13,52,3,52,58,53,10,71,19,15,75,102,13,8,3
LAPTM5,23,34,1,8,34,3,5,29,8,44,12,3,20,24,368,4,26,172,6,65,702,7,9,1
LARGE1,64,5,4,26,1,4,16,1,23,4,28,4,14,14,36,4,59,11,7,31,38,16,5,1
LARGE2,20,6,4,7,1,4,7,5,10,4,14,3,3,7,13,3,13,9,3,15,17,10,13,1
LARP1,63,7,10,35,11,5,23,8,21,11,24,4,22,22,39,3,50,20,9,29,60,6,6,1
LARP1B,50,11,4,25,3,8,15,9,16,14,40,4,14,21,36,4,36,8,6,33,40,8,7,2
LARP4,40,5,6,23,7,5,15,3,27,7,15,3,19,20,22,7,39,10,1,20,44,4,2,1
LARP4B,44,5,6,28,4,3,22,4,15,6,28,3,24,25,30,4,28,8,4,17,43,2,3,1
LARP6,32,5,1,13,2,4,8,3,26,6,15,1,13,7,22,1,19,6,3,17,31,9,9,4
LARP7,55,13,6,23,8,5,16,9,25,10,28,2,15,20,43,6,55,12,8,35,60,9,10,2
LARS1,121,15,19,74,8,11,41,2,67,15,56,4,44,41,57,9,82,18,4,50,77,11,11,3
LARS2,33,4,8,22,2,5,12,2,17,3,15,2,17,17,20,7,34,6,6,24,31,6,3,2
LAS1L,91,8,10,41,10,9,30,2,40,6,42,3,18,23,12,3,68,6,6,43,38,2,9,2
LASP1,87,12,7,37,8,9,36,9,53,12,44,3,23,22,69,7,51,23,10,33,86,12,7,3
LAT,73,9,7,63,3,9,29,1,57,10,35,1,40,35,39,13,87,11,10,69,49,48,31,1
LAT2,17,5,3,7,5,3,10,2,10,5,12,1,5,9,37,1,26,19,3,11,98,13,9,1
LATS1,68,5,5,42,5,6,24,5,32,2,32,2,12,13,24,4,37,6,3,27,37,5,5,1
LATS2,17,6,5,10,3,3,5,1,5,4,13,1,5,4,14,1,16,2,1,14,35,4,2,2
LAX1,23,1,1,6,1,1,5,2,15,1,11,1,5,4,10,1,10,3,1,6,13,10,3,1
LAYN,41,3,1,21,3,5,14,3,19,11,24,3,9,13,21,7,35,9,3,27,42,10,3,1
LBH,27,2,2,12,3,2,9,1,8,7,17,2,10,8,14,1,27,3,2,7,29,8,4,5
LBHD1,61,5,5,26,6,7,16,1,30,5,28,1,19,15,46,6,45,13,9,33,68,11,4,2
LBHD2,21,8,2,11,1,5,8,3,16,2,7,2,5,8,12,4,11,4,3,10,20,11,13,2
LBP,14,3,3,9,2,1,10,2,7,3,12,1,5,12,11,2,10,5,1,11,21,6,5,1
LBR,55,4,1,26,5,5,18,3,30,4,30,4,50,18,28,9,40,9,15,40,49,8,6,3
LBX1,45,7,3,19,4,1,13,4,21,7,15,4,10,16,19,2,27,17,6,16,47,5,9,6
LBX2,16,4,1,13,1,2,5,4,7,4,5,3,13,9,15,4,19,6,2,10,14,9,10,2
LCA5,27,8,1,11,2,3,8,1,8,4,10,2,8,11,18,2,19,4,2,16,22,7,4,1
LCA5L,27,4,2,21,6,5,13,2,16,3,22,2,11,25,31,2,43,11,4,36,33,9,5,4
LCAT,45,12,1,26,5,6,11,6,28,5,20,1,13,29,15,3,38,6,5,26,24,9,7,3
LCE1A,23,8,3,11,1,3,12,3,8,4,13,1,5,6,16,3,9,5,2,11,24,4,9,2
LCE1D,89,7,16,52,4,11,26,3,46,9,33,5,28,24,42,6,63,21,18,53,65,48,21,10
LCE1F,9,4,1,16,1,2,7,1,15,3,12,1,9,10,11,1,11,4,2,9,20,9,7,1
LCE2A,17,1,1,16,3,2,6,2,8,3,5,2,3,4,19,3,12,3,5,19,16,5,5,2
LCE2B,15,2,2,7,2,1,16,3,12,3,8,2,3,8,9,2,11,6,1,11,23,7,7,1
LCE2C,15,5,4,13,1,2,4,4,6,7,20,1,7,10,5,1,13,6,1,12,23,4,7,1
LCE2D,34,7,2,16,4,5,10,2,24,7,24,3,9,12,13,1,20,7,3,26,25,15,3,4
LCE3A,61,6,7,40,9,8,22,6,34,8,27,1,18,24,20,10,47,8,5,31,46,32,25,8
LCE3B,28,12,4,24,4,10,15,1,16,1,9,1,11,21,26,5,41,5,4,24,29,27,17,6
LCE3C,15,3,2,5,3,1,2,2,7,3,4,1,5,4,10,1,2,1,1,6,16,9,7,1
LCE3D,19,3,1,12,2,2,4,2,15,1,9,2,4,9,11,2,12,4,1,11,23,5,8,2
LCE3E,24,5,6,13,1,1,12,4,19,5,16,1,5,11,19,2,15,7,4,20,25,9,9,3
LCE4A,26,8,1,10,1,1,7,2,12,2,9,1,6,3,7,1,16,6,1,7,15,4,4,2
LCE5A,23,5,1,12,2,1,5,1,13,9,11,1,10,4,11,3,16,6,2,11,21,6,4,1
LCE6A,17,6,3,9,3,2,3,4,7,5,13,4,9,11,8,1,15,3,1,14,19,5,6,1
LCK,27,8,1,12,5,2,9,4,6,9,6,1,10,11,18,1,24,3,3,15,30,12,6,1
LCLAT1,42,7,4,16,6,7,11,3,17,6,16,2,10,15,17,3,25,8,8,23,34,5,2,1
LCMT1,46,7,6,17,1,4,12,1,26,4,12,2,12,13,14,8,26,8,4,25,28,8,8,2
LCMT2,40,6,5,15,8,3,16,2,15,3,12,2,11,11,26,8,24,5,8,10,22,10,5,1
