"","logFC","AveExpr","t","P.Value","adj.P.Val","B","label","DEG"
"SHF",-0.200817127659735,5.37148845908049,-1.34604419199593,0.182925644101384,0.30251284578451,-5.7519861843509,"","non"
"ATG4A",-0.332201083870124,4.96296717218033,-1.36973946731138,0.175442797930129,0.293521737982621,-5.75238671261752,"","non"
"PTP4A2",0.308244566378055,7.16714942659055,1.26181766096548,0.211486442843623,0.336410441424683,-5.75256112561068,"","non"
"FTO",-0.207106483587306,5.93790553904664,-1.28761448821034,0.202408238014804,0.325546416820682,-5.75262118989868,"","non"
"KIF21A",0.334845451201476,6.4177972533945,1.2779691596886,0.20576794561137,0.329716700200986,-5.75288934273211,"","non"
"EIF3I",0.326426433317728,6.16020558568909,1.27725381676511,0.206018758824236,0.330006792611999,-5.75305439055161,"","non"
"ATR",-0.173322585994663,6.0101321119258,-1.29344987166829,0.200395579436433,0.323078386163339,-5.75332026550667,"","non"
"HEMK1",-0.196475503919985,5.34513926835568,-1.35367095158659,0.180491183219706,0.299636059284476,-5.75346724175866,"","non"
"CCZ1",-0.252827831595077,6.98837439480555,-1.24709624734602,0.216800237474679,0.342397336197017,-5.75361010003569,"","non"
"LTA4H",-0.268762194263466,5.08912733226798,-1.37154463564553,0.174882452109229,0.292825951496088,-5.75374522266172,"","non"
"CT47B1",-0.441774235460227,6.04943449039926,-1.32987420858588,0.188169329909232,0.30880576244299,-5.75423363577586,"","non"
"RER1",0.260921881083886,6.3318693653782,1.26425737735675,0.210615193566301,0.335551199361357,-5.75436564331212,"","non"
"B4GALNT1",0.281794970431681,5.50214103682466,1.30477041489255,0.19653374120381,0.318881332640465,-5.75495849274957,"","non"
"GDE1",0.282283692109564,6.13005306907905,1.27846075559112,0.205595714099571,0.329540643258661,-5.75542197466463,"","non"
"PEX5",0.184668702509065,5.71998854239723,1.25611876074101,0.213531961223761,0.338828561597399,-5.75550790090385,"","non"
"CPEB4",0.20346144443665,6.5513043290459,1.24939995203166,0.215962273139236,0.341501024581815,-5.7556906656666,"","non"
"SLC38A1",0.237300450150494,6.40500163045129,1.26567253237899,0.210111045140824,0.335048957013166,-5.75588353911729,"","non"
"RARS1",-0.204797154401311,5.92913581304327,-1.32028508736385,0.191332086015326,0.312586179444036,-5.75606170029534,"","non"
"ASIC4",0.342789311670257,5.99358512107862,1.2527672665083,0.214741720661363,0.340030992529247,-5.75622312871409,"","non"
"BCAS2",-0.138262897228367,6.05284495022771,-1.3000022407228,0.198153483298248,0.320922243410437,-5.75635690444196,"","non"
"PFDN5",0.315084847209609,7.44757195938764,1.24169804853209,0.218773182898978,0.344831447695357,-5.75636429176435,"","non"
"ZNF699",-0.247612444349673,5.03759288117268,-1.36526906974849,0.176836359997264,0.295261368792796,-5.75680423554457,"","non"
