"","logFC","AveExpr","t","P.Value","adj.P.Val","B","label","DEG"
"UBL3",0.67590783130209,6.49801221598356,3.18331077826593,0.00249594559673657,0.0197298391304186,-1.8697576711634,"","up"
"C4orf47",-0.736513315958809,4.98657835360986,-3.18311578718574,0.00249734238341192,0.0197298391304186,-1.87120064721304,"","down"
"PRKAG3",-1.08710062690592,4.9437060380606,-3.1872382667299,0.00246796789277293,0.019570710095913,-1.87373042282998,"","down"
"ZNF23",-0.789830825103295,5.38269697151597,-3.15237766884391,0.00272697453116924,0.0209264692389186,-1.8780175557906,"","down"
"WIPF1",0.898130160756893,6.75575650051972,3.18281792432028,0.0024994774968963,0.0197317039396006,-1.8790453946824,"","up"
"OR4C12",-1.05201173161567,5.1052383289572,-3.18029294537777,0.00251764601745124,0.0198240173926835,-1.88068837276584,"","down"
"CRAMP1",-0.6374616642847,5.68205781271593,-3.17769257726895,0.00253648697512758,0.0199171077421612,-1.8807702214034,"","down"
"NOL12",-0.93712382328539,5.41096320497925,-3.21218918737854,0.00229701501416527,0.0187527882830788,-1.88264609995997,"","down"
"SLC7A14",-1.09742336280052,4.92191305414444,-3.18336355804246,0.00249556764403077,0.0197298391304186,-1.88561023483386,"","down"
"PRUNE1",-1.02633786314055,4.93123481852722,-3.18250111233229,0.00250175032682652,0.0197317039396006,-1.88645201801214,"","down"
"MOCS3",-1.05804524399293,5.70025851003193,-3.21162680328427,0.00230074206302176,0.0187705301251536,-1.88807888737193,"","down"
"SETMAR",-0.930052572552149,5.21192715050799,-3.19189777567908,0.0024351588308367,0.0194333344492362,-1.88918635937209,"","down"
"CAVIN3",-0.88328697819393,5.15229072767473,-3.19138137178937,0.00243877463703871,0.0194403220926642,-1.89096460222136,"","down"
"RGS2",0.694768809332041,6.08143501474599,3.20149300811998,0.00236888620364096,0.0190761216478216,-1.89162390624649,"","up"
"H2BC18",1.29314688516197,6.71347602919267,3.17194055390289,0.00257863601165829,0.0201178011196707,-1.89336632468392,"","up"
"ZSCAN20",-0.919263100359735,5.25591366841581,-3.16034792684551,0.00266559486236729,0.0206340019105998,-1.90027521048994,"","down"
"IL1R2",-1.27237862360859,4.92972334375605,-3.19810838608518,0.00239206668513867,0.0192013901805998,-1.90177104424798,"","down"
"CCDC141",-1.09534877858574,4.93409035482116,-3.17369479051656,0.00256571212083935,0.0201020923702869,-1.90223912182903,"","down"
"THEMIS2",0.996993729932547,5.83221966825672,3.20352702092693,0.00235505777287913,0.0190254197458556,-1.90233017864942,"","up"
"OR4Q3",-1.43113724050634,5.72135131961392,-3.18726813913889,0.0024677562315003,0.019570710095913,-1.90274966625109,"","down"
"OST4",1.15388988203893,7.25321074804097,3.13966248744967,0.0028276550183854,0.0213981850964642,-1.90397387738213,"","up"
"ADGRB3",-0.877498334397817,5.73379726971742,-3.1472037794489,0.00276752823346891,0.0211234309331309,-1.90408472296845,"","down"
"EML5",-0.833161571179785,5.11809759389374,-3.19148554878888,0.00243804479341848,0.0194403220926642,-1.90591862299641,"","down"
"RPL31",1.29297285200331,8.21724104033638,3.11536991668405,0.0030297961354349,0.0223323518782784,-1.90698180618579,"","up"
"FAM163B",-1.10890110294737,5.45082849944526,-3.17790220113628,0.00253496323886599,0.0199161646712456,-1.90702440050615,"","down"
"PPP1CA",0.895724260205012,6.14770187511956,3.18975290205694,0.00245021017377958,0.0194876861859633,-1.90953627532591,"","up"
"IL2RB",-1.26436787666542,4.7833714346936,-3.17327146585272,0.00256882526221469,0.0201042811062131,-1.91000271233306,"","down"
"TGFBR2",0.879185271482243,5.6677488420588,3.21255166045697,0.0022946158403414,0.0187439862743835,-1.91025575244656,"","up"
"ZNF253",-0.495721076228469,5.49277846257828,-3.17216131441366,0.00257700624990994,0.0201178011196707,-1.91239566667111,"","down"
"SULT4A1",-1.34842070244079,4.99616628177892,-3.15095923516319,0.00273803644703698,0.0209546920965521,-1.91424186179838,"","down"
"GPR62",-0.97401577405556,4.86975993387508,-3.15436486377824,0.00271154772229514,0.0208531981743337,-1.91519228727568,"","down"
"RGS5",-0.953438183798458,5.12380046852916,-3.18057829357458,0.00251558657323858,0.0198187994934382,-1.91740406426515,"","down"
"RAB30",-0.765367750421153,5.57136528474986,-3.13139866244053,0.00289495198304728,0.0216419777067744,-1.91829047214075,"","down"
"AKNAD1",-1.31084060492775,4.8936562044728,-3.14583078232368,0.00277838484111246,0.0211835048417757,-1.91886582673671,"","down"
"HFM1",-0.764541172079333,5.11822625422014,-3.17272391209992,0.00257285726365869,0.020113648327302,-1.9197184668801,"","down"
"TBKBP1",-0.881973055712639,5.51264302407626,-3.17950743537235,0.00252332348666902,0.0198466945412121,-1.92091541542974,"","down"
"EFR3B",-0.725198266503276,6.04558836888666,-3.15803162334971,0.00268329758048911,0.0207145317571056,-1.92144631838543,"","down"
"B2M",1.7186361421998,8.81107352771547,3.07489479484399,0.00339701496866222,0.023955629045576,-1.92178029611615,"","up"
"PCBP2",1.30422878064203,7.6045959018674,3.12951375491752,0.0029105112830207,0.0217239582297636,-1.922044089923,"","up"
"KATNB1",-1.07749641479448,5.4397125607199,-3.16256101987044,0.00264878367048692,0.0205374816942836,-1.92216102436994,"","down"
"TMEM81",-1.15512999928487,4.98185956966456,-3.15529369473529,0.00270436529982117,0.0208205313288999,-1.925492801483,"","down"
"VOPP1",1.1617098667249,6.36769232714071,3.17664933620151,0.00254408303395424,0.019965191789872,-1.92748298725462,"","up"
"FAM25A",-1.33095128086358,4.78637208299021,-3.17195344236689,0.00257854083606262,0.0201178011196707,-1.92767402462562,"","down"
"PITRM1",0.8225483636531,5.59075464923199,3.15741764613629,0.0026880085146141,0.020739615450712,-1.9304345813855,"","up"
"ATCAY",-1.00826422354693,6.0002347506775,-3.14996842911422,0.00274578845669506,0.0209913752220077,-1.93193647176985,"","down"
